# Assembly name:  ARS-UCD1.2
# Organism name:  Bos taurus (cattle)
# Infraspecific name:  breed=Hereford
# Isolate:  L1 Dominette 01449 registration number 42190680
# Sex:  female
# Taxid:          9913
# BioSample:      SAMN03145444
# BioProject:     PRJNA391427
# Submitter:      USDA ARS
# Date:           2018-04-11
# Synonyms:       bosTau9	
# Assembly type:  haploid
# Release type:   major
# Assembly level: Chromosome
# Genome representation: full
# WGS project:    NKLS02
# Assembly method: Falcon v. FEB-2016
# Expected final version: yes
# Excluded from RefSeq: contaminated
# Assembly anomaly: contaminated
# GenBank assembly accession: GCA_002263795.2
# RefSeq assembly accession: GCF_002263795.1
# RefSeq assembly and GenBank assemblies identical: no
#
## Assembly-Units:
## GenBank Unit Accession	RefSeq Unit Accession	Assembly-Unit name
## GCA_002263805.2	GCF_002263805.1	Primary Assembly
## GCA_002263815.2	GCF_000001285.1	non-nuclear
#
# Ordered by chromosome/plasmid; the chromosomes/plasmids are followed by
# unlocalized scaffolds.
# Unplaced scaffolds are listed at the end.
# RefSeq is equal or derived from GenBank object.
#
# Sequence-Name	Sequence-Role	Assigned-Molecule	Assigned-Molecule-Location/Type	GenBank-Accn	Relationship	RefSeq-Accn	Assembly-Unit	Sequence-Length	UCSC-style-name
1	assembled-molecule	1	Chromosome	CM008168.2	=	NC_037328.1	Primary Assembly	158534110	chr1
Leftover_ScbfJmS_2315	unplaced-scaffold	na	na	NKLS02001308.1	=	NW_020191392.1	Primary Assembly	16477	chrUn_NW_020191392v1
Leftover_ScbfJmS_2316	unplaced-scaffold	na	na	NKLS02001309.1	=	NW_020191393.1	Primary Assembly	3592	chrUn_NW_020191393v1
Leftover_ScbfJmS_2317	unplaced-scaffold	na	na	NKLS02001310.1	=	NW_020191394.1	Primary Assembly	21592	chrUn_NW_020191394v1
Leftover_ScbfJmS_2318	unplaced-scaffold	na	na	NKLS02001311.1	=	NW_020191395.1	Primary Assembly	155796	chrUn_NW_020191395v1
Leftover_ScbfJmS_2319	unplaced-scaffold	na	na	NKLS02001312.1	=	NW_020191396.1	Primary Assembly	46816	chrUn_NW_020191396v1
Leftover_ScbfJmS_232	unplaced-scaffold	na	na	NKLS02001313.1	=	NW_020191397.1	Primary Assembly	46200	chrUn_NW_020191397v1
Leftover_ScbfJmS_2320	unplaced-scaffold	na	na	NKLS02001314.1	=	NW_020191398.1	Primary Assembly	23299	chrUn_NW_020191398v1
Leftover_ScbfJmS_2321	unplaced-scaffold	na	na	NKLS02001315.1	=	NW_020191399.1	Primary Assembly	55728	chrUn_NW_020191399v1
Leftover_ScbfJmS_2322	unplaced-scaffold	na	na	NKLS02001316.1	=	NW_020191400.1	Primary Assembly	4922	chrUn_NW_020191400v1
Leftover_ScbfJmS_2324	unplaced-scaffold	na	na	NKLS02001317.1	=	NW_020191401.1	Primary Assembly	16691	chrUn_NW_020191401v1
Leftover_ScbfJmS_2325	unplaced-scaffold	na	na	NKLS02001318.1	=	NW_020191402.1	Primary Assembly	8408	chrUn_NW_020191402v1
Leftover_ScbfJmS_2326	unplaced-scaffold	na	na	NKLS02001319.1	=	NW_020191403.1	Primary Assembly	8867	chrUn_NW_020191403v1
Leftover_ScbfJmS_2327	unplaced-scaffold	na	na	NKLS02001320.1	=	NW_020191404.1	Primary Assembly	43391	chrUn_NW_020191404v1
Leftover_ScbfJmS_2328	unplaced-scaffold	na	na	NKLS02001321.1	=	NW_020191405.1	Primary Assembly	3976	chrUn_NW_020191405v1
Leftover_ScbfJmS_2329	unplaced-scaffold	na	na	NKLS02001322.1	=	NW_020191406.1	Primary Assembly	12633	chrUn_NW_020191406v1
Leftover_ScbfJmS_233	unplaced-scaffold	na	na	NKLS02001323.1	=	NW_020191407.1	Primary Assembly	24173	chrUn_NW_020191407v1
Leftover_ScbfJmS_2332	unplaced-scaffold	na	na	NKLS02001324.1	=	NW_020191408.1	Primary Assembly	17439	chrUn_NW_020191408v1
Leftover_ScbfJmS_2333	unplaced-scaffold	na	na	NKLS02001325.1	=	NW_020191409.1	Primary Assembly	15105	chrUn_NW_020191409v1
Leftover_ScbfJmS_2334	unplaced-scaffold	na	na	NKLS02001326.1	=	NW_020191410.1	Primary Assembly	27744	chrUn_NW_020191410v1
Leftover_ScbfJmS_2335	unplaced-scaffold	na	na	NKLS02001327.1	=	NW_020191411.1	Primary Assembly	78915	chrUn_NW_020191411v1
Leftover_ScbfJmS_2337	unplaced-scaffold	na	na	NKLS02001328.1	=	NW_020191412.1	Primary Assembly	20496	chrUn_NW_020191412v1
Leftover_ScbfJmS_2338	unplaced-scaffold	na	na	NKLS02001329.1	=	NW_020191413.1	Primary Assembly	33775	chrUn_NW_020191413v1
Leftover_ScbfJmS_2339	unplaced-scaffold	na	na	NKLS02001330.1	=	NW_020191414.1	Primary Assembly	27748	chrUn_NW_020191414v1
Leftover_ScbfJmS_234	unplaced-scaffold	na	na	NKLS02001331.1	=	NW_020191415.1	Primary Assembly	184492	chrUn_NW_020191415v1
Leftover_ScbfJmS_2341	unplaced-scaffold	na	na	NKLS02001332.1	=	NW_020191416.1	Primary Assembly	105657	chrUn_NW_020191416v1
Leftover_ScbfJmS_2342	unplaced-scaffold	na	na	NKLS02001333.1	=	NW_020191417.1	Primary Assembly	69472	chrUn_NW_020191417v1
Leftover_ScbfJmS_2344	unplaced-scaffold	na	na	NKLS02001334.1	=	NW_020191418.1	Primary Assembly	65612	chrUn_NW_020191418v1
Leftover_ScbfJmS_2345	unplaced-scaffold	na	na	NKLS02001335.1	=	NW_020191419.1	Primary Assembly	52332	chrUn_NW_020191419v1
Leftover_ScbfJmS_2347	unplaced-scaffold	na	na	NKLS02001336.1	=	NW_020191420.1	Primary Assembly	34508	chrUn_NW_020191420v1
Leftover_ScbfJmS_2348	unplaced-scaffold	na	na	NKLS02001337.1	=	NW_020191421.1	Primary Assembly	22000	chrUn_NW_020191421v1
Leftover_ScbfJmS_2349_1797	unplaced-scaffold	na	na	NKLS02001338.1	=	NW_020191422.1	Primary Assembly	23619	chrUn_NW_020191422v1
Leftover_ScbfJmS_235	unplaced-scaffold	na	na	NKLS02001339.1	=	NW_020191423.1	Primary Assembly	35401	chrUn_NW_020191423v1
Leftover_ScbfJmS_2350	unplaced-scaffold	na	na	NKLS02001340.1	=	NW_020191424.1	Primary Assembly	23387	chrUn_NW_020191424v1
Leftover_ScbfJmS_2351	unplaced-scaffold	na	na	NKLS02001341.1	=	NW_020191425.1	Primary Assembly	14010	chrUn_NW_020191425v1
Leftover_ScbfJmS_2352	unplaced-scaffold	na	na	NKLS02001342.1	=	NW_020191426.1	Primary Assembly	24111	chrUn_NW_020191426v1
Leftover_ScbfJmS_2353	unplaced-scaffold	na	na	NKLS02001343.1	=	NW_020191427.1	Primary Assembly	17756	chrUn_NW_020191427v1
Leftover_ScbfJmS_2355	unplaced-scaffold	na	na	NKLS02001344.1	=	NW_020191428.1	Primary Assembly	11341	chrUn_NW_020191428v1
Leftover_ScbfJmS_2356	unplaced-scaffold	na	na	NKLS02001345.1	=	NW_020191429.1	Primary Assembly	3591	chrUn_NW_020191429v1
Leftover_ScbfJmS_2357	unplaced-scaffold	na	na	NKLS02001346.1	=	NW_020191430.1	Primary Assembly	16026	chrUn_NW_020191430v1
Leftover_ScbfJmS_2359	unplaced-scaffold	na	na	NKLS02001347.1	=	NW_020191431.1	Primary Assembly	35800	chrUn_NW_020191431v1
Leftover_ScbfJmS_2360	unplaced-scaffold	na	na	NKLS02001348.1	=	NW_020191432.1	Primary Assembly	14948	chrUn_NW_020191432v1
Leftover_ScbfJmS_2361	unplaced-scaffold	na	na	NKLS02001349.1	=	NW_020191433.1	Primary Assembly	32456	chrUn_NW_020191433v1
Leftover_ScbfJmS_2362	unplaced-scaffold	na	na	NKLS02001350.1	=	NW_020191434.1	Primary Assembly	35589	chrUn_NW_020191434v1
Leftover_ScbfJmS_2363	unplaced-scaffold	na	na	NKLS02001351.1	=	NW_020191435.1	Primary Assembly	22460	chrUn_NW_020191435v1
Leftover_ScbfJmS_2364	unplaced-scaffold	na	na	NKLS02001352.1	=	NW_020191436.1	Primary Assembly	47611	chrUn_NW_020191436v1
Leftover_ScbfJmS_2365	unplaced-scaffold	na	na	NKLS02001353.1	=	NW_020191437.1	Primary Assembly	28261	chrUn_NW_020191437v1
Leftover_ScbfJmS_2366	unplaced-scaffold	na	na	NKLS02001354.1	=	NW_020191438.1	Primary Assembly	14363	chrUn_NW_020191438v1
Leftover_ScbfJmS_2368	unplaced-scaffold	na	na	NKLS02001355.1	=	NW_020191439.1	Primary Assembly	49755	chrUn_NW_020191439v1
Leftover_ScbfJmS_2369	unplaced-scaffold	na	na	NKLS02001356.1	=	NW_020191440.1	Primary Assembly	6307	chrUn_NW_020191440v1
Leftover_ScbfJmS_237	unplaced-scaffold	na	na	NKLS02001357.1	=	NW_020191441.1	Primary Assembly	35344	chrUn_NW_020191441v1
Leftover_ScbfJmS_2370	unplaced-scaffold	na	na	NKLS02001358.1	=	NW_020191442.1	Primary Assembly	15372	chrUn_NW_020191442v1
Leftover_ScbfJmS_2371	unplaced-scaffold	na	na	NKLS02001359.1	=	NW_020191443.1	Primary Assembly	12635	chrUn_NW_020191443v1
Leftover_ScbfJmS_2372	unplaced-scaffold	na	na	NKLS02001360.1	=	NW_020191444.1	Primary Assembly	27157	chrUn_NW_020191444v1
Leftover_ScbfJmS_2373	unplaced-scaffold	na	na	NKLS02001361.1	=	NW_020191445.1	Primary Assembly	34405	chrUn_NW_020191445v1
Leftover_ScbfJmS_2374	unplaced-scaffold	na	na	NKLS02001362.1	=	NW_020191446.1	Primary Assembly	22419	chrUn_NW_020191446v1
Leftover_ScbfJmS_2375	unplaced-scaffold	na	na	NKLS02001363.1	=	NW_020191447.1	Primary Assembly	13976	chrUn_NW_020191447v1
Leftover_ScbfJmS_2376	unplaced-scaffold	na	na	NKLS02001364.1	=	NW_020191448.1	Primary Assembly	24352	chrUn_NW_020191448v1
Leftover_ScbfJmS_2377	unplaced-scaffold	na	na	NKLS02001365.1	=	NW_020191449.1	Primary Assembly	22297	chrUn_NW_020191449v1
Leftover_ScbfJmS_2378	unplaced-scaffold	na	na	NKLS02001366.1	=	NW_020191450.1	Primary Assembly	20206	chrUn_NW_020191450v1
Leftover_ScbfJmS_2379	unplaced-scaffold	na	na	NKLS02001367.1	=	NW_020191451.1	Primary Assembly	8917	chrUn_NW_020191451v1
Leftover_ScbfJmS_238	unplaced-scaffold	na	na	NKLS02001368.1	=	NW_020191452.1	Primary Assembly	29488	chrUn_NW_020191452v1
Leftover_ScbfJmS_2380	unplaced-scaffold	na	na	NKLS02001369.1	=	NW_020191453.1	Primary Assembly	25133	chrUn_NW_020191453v1
Leftover_ScbfJmS_2381	unplaced-scaffold	na	na	NKLS02001370.1	=	NW_020191454.1	Primary Assembly	16999	chrUn_NW_020191454v1
Leftover_ScbfJmS_2382	unplaced-scaffold	na	na	NKLS02001371.1	=	NW_020191455.1	Primary Assembly	18901	chrUn_NW_020191455v1
Leftover_ScbfJmS_2383	unplaced-scaffold	na	na	NKLS02001372.1	=	NW_020191456.1	Primary Assembly	30870	chrUn_NW_020191456v1
Leftover_ScbfJmS_2384	unplaced-scaffold	na	na	NKLS02001373.1	=	NW_020191457.1	Primary Assembly	4715	chrUn_NW_020191457v1
Leftover_ScbfJmS_2385	unplaced-scaffold	na	na	NKLS02001374.1	=	NW_020191458.1	Primary Assembly	19043	chrUn_NW_020191458v1
Leftover_ScbfJmS_2386	unplaced-scaffold	na	na	NKLS02001375.1	=	NW_020191459.1	Primary Assembly	6447	chrUn_NW_020191459v1
Leftover_ScbfJmS_2387	unplaced-scaffold	na	na	NKLS02001376.1	=	NW_020191460.1	Primary Assembly	54178	chrUn_NW_020191460v1
Leftover_ScbfJmS_2388	unplaced-scaffold	na	na	NKLS02001377.1	=	NW_020191461.1	Primary Assembly	35945	chrUn_NW_020191461v1
Leftover_ScbfJmS_2389	unplaced-scaffold	na	na	NKLS02001378.1	=	NW_020191462.1	Primary Assembly	16440	chrUn_NW_020191462v1
Leftover_ScbfJmS_2390	unplaced-scaffold	na	na	NKLS02001379.1	=	NW_020191463.1	Primary Assembly	12272	chrUn_NW_020191463v1
Leftover_ScbfJmS_2392	unplaced-scaffold	na	na	NKLS02001380.1	=	NW_020191464.1	Primary Assembly	16236	chrUn_NW_020191464v1
Leftover_ScbfJmS_2393	unplaced-scaffold	na	na	NKLS02001381.1	=	NW_020191465.1	Primary Assembly	2239	chrUn_NW_020191465v1
Leftover_ScbfJmS_2395	unplaced-scaffold	na	na	NKLS02001382.1	=	NW_020191466.1	Primary Assembly	21447	chrUn_NW_020191466v1
Leftover_ScbfJmS_2396	unplaced-scaffold	na	na	NKLS02001383.1	=	NW_020191467.1	Primary Assembly	89264	chrUn_NW_020191467v1
Leftover_ScbfJmS_2397	unplaced-scaffold	na	na	NKLS02001384.1	=	NW_020191468.1	Primary Assembly	29216	chrUn_NW_020191468v1
Leftover_ScbfJmS_2398	unplaced-scaffold	na	na	NKLS02001385.1	=	NW_020191469.1	Primary Assembly	13470	chrUn_NW_020191469v1
Leftover_ScbfJmS_2399	unplaced-scaffold	na	na	NKLS02001386.1	=	NW_020191470.1	Primary Assembly	17513	chrUn_NW_020191470v1
Leftover_ScbfJmS_24	unplaced-scaffold	na	na	NKLS02001387.1	=	NW_020191471.1	Primary Assembly	126916	chrUn_NW_020191471v1
Leftover_ScbfJmS_240	unplaced-scaffold	na	na	NKLS02001388.1	=	NW_020191472.1	Primary Assembly	12774	chrUn_NW_020191472v1
Leftover_ScbfJmS_2400	unplaced-scaffold	na	na	NKLS02001389.1	=	NW_020191473.1	Primary Assembly	11277	chrUn_NW_020191473v1
Leftover_ScbfJmS_2401	unplaced-scaffold	na	na	NKLS02001390.1	=	NW_020191474.1	Primary Assembly	31023	chrUn_NW_020191474v1
Leftover_ScbfJmS_2402	unplaced-scaffold	na	na	NKLS02001391.1	=	NW_020191475.1	Primary Assembly	22462	chrUn_NW_020191475v1
Leftover_ScbfJmS_2403	unplaced-scaffold	na	na	NKLS02001392.1	=	NW_020191476.1	Primary Assembly	4934	chrUn_NW_020191476v1
Leftover_ScbfJmS_2404	unplaced-scaffold	na	na	NKLS02001393.1	=	NW_020191477.1	Primary Assembly	9850	chrUn_NW_020191477v1
Leftover_ScbfJmS_2405	unplaced-scaffold	na	na	NKLS02001394.1	=	NW_020191478.1	Primary Assembly	20927	chrUn_NW_020191478v1
Leftover_ScbfJmS_2406	unplaced-scaffold	na	na	NKLS02001395.1	=	NW_020191479.1	Primary Assembly	13564	chrUn_NW_020191479v1
Leftover_ScbfJmS_2407	unplaced-scaffold	na	na	NKLS02001396.1	=	NW_020191480.1	Primary Assembly	11434	chrUn_NW_020191480v1
Leftover_ScbfJmS_2408	unplaced-scaffold	na	na	NKLS02001397.1	=	NW_020191481.1	Primary Assembly	9493	chrUn_NW_020191481v1
Leftover_ScbfJmS_2409	unplaced-scaffold	na	na	NKLS02001398.1	=	NW_020191482.1	Primary Assembly	29667	chrUn_NW_020191482v1
Leftover_ScbfJmS_241	unplaced-scaffold	na	na	NKLS02001399.1	=	NW_020191483.1	Primary Assembly	23656	chrUn_NW_020191483v1
Leftover_ScbfJmS_2410	unplaced-scaffold	na	na	NKLS02001400.1	=	NW_020191484.1	Primary Assembly	36267	chrUn_NW_020191484v1
Leftover_ScbfJmS_2411	unplaced-scaffold	na	na	NKLS02001401.1	=	NW_020191485.1	Primary Assembly	23328	chrUn_NW_020191485v1
Leftover_ScbfJmS_2412	unplaced-scaffold	na	na	NKLS02001402.1	=	NW_020191486.1	Primary Assembly	17975	chrUn_NW_020191486v1
Leftover_ScbfJmS_2413	unplaced-scaffold	na	na	NKLS02001403.1	=	NW_020191487.1	Primary Assembly	17982	chrUn_NW_020191487v1
Leftover_ScbfJmS_2414	unplaced-scaffold	na	na	NKLS02001404.1	=	NW_020191488.1	Primary Assembly	15011	chrUn_NW_020191488v1
Leftover_ScbfJmS_2415	unplaced-scaffold	na	na	NKLS02001405.1	=	NW_020191489.1	Primary Assembly	25459	chrUn_NW_020191489v1
Leftover_ScbfJmS_2416	unplaced-scaffold	na	na	NKLS02001406.1	=	NW_020191490.1	Primary Assembly	20621	chrUn_NW_020191490v1
Leftover_ScbfJmS_2417	unplaced-scaffold	na	na	NKLS02001407.1	=	NW_020191491.1	Primary Assembly	17785	chrUn_NW_020191491v1
Leftover_ScbfJmS_2418	unplaced-scaffold	na	na	NKLS02001408.1	=	NW_020191492.1	Primary Assembly	50682	chrUn_NW_020191492v1
Leftover_ScbfJmS_242	unplaced-scaffold	na	na	NKLS02001409.1	=	NW_020191493.1	Primary Assembly	30862	chrUn_NW_020191493v1
Leftover_ScbfJmS_2420	unplaced-scaffold	na	na	NKLS02001410.1	=	NW_020191494.1	Primary Assembly	285805	chrUn_NW_020191494v1
Leftover_ScbfJmS_2421	unplaced-scaffold	na	na	NKLS02001411.1	=	NW_020191495.1	Primary Assembly	6784	chrUn_NW_020191495v1
Leftover_ScbfJmS_2422	unplaced-scaffold	na	na	NKLS02001412.1	=	NW_020191496.1	Primary Assembly	22773	chrUn_NW_020191496v1
Leftover_ScbfJmS_2423	unplaced-scaffold	na	na	NKLS02001413.1	=	NW_020191497.1	Primary Assembly	17601	chrUn_NW_020191497v1
Leftover_ScbfJmS_2424	unplaced-scaffold	na	na	NKLS02001414.1	=	NW_020191498.1	Primary Assembly	22934	chrUn_NW_020191498v1
Leftover_ScbfJmS_2425	unplaced-scaffold	na	na	NKLS02001415.1	=	NW_020191499.1	Primary Assembly	32236	chrUn_NW_020191499v1
Leftover_ScbfJmS_2426	unplaced-scaffold	na	na	NKLS02001416.1	=	NW_020191500.1	Primary Assembly	17139	chrUn_NW_020191500v1
Leftover_ScbfJmS_2428	unplaced-scaffold	na	na	NKLS02001417.1	=	NW_020191501.1	Primary Assembly	14039	chrUn_NW_020191501v1
Leftover_ScbfJmS_2429	unplaced-scaffold	na	na	NKLS02001418.1	=	NW_020191502.1	Primary Assembly	17409	chrUn_NW_020191502v1
Leftover_ScbfJmS_243	unplaced-scaffold	na	na	NKLS02001419.1	=	NW_020191503.1	Primary Assembly	10508	chrUn_NW_020191503v1
Leftover_ScbfJmS_2430	unplaced-scaffold	na	na	NKLS02001420.1	=	NW_020191504.1	Primary Assembly	36047	chrUn_NW_020191504v1
Leftover_ScbfJmS_2431	unplaced-scaffold	na	na	NKLS02001421.1	=	NW_020191505.1	Primary Assembly	8656	chrUn_NW_020191505v1
Leftover_ScbfJmS_2432	unplaced-scaffold	na	na	NKLS02001422.1	=	NW_020191506.1	Primary Assembly	11295	chrUn_NW_020191506v1
Leftover_ScbfJmS_2433	unplaced-scaffold	na	na	NKLS02001423.1	=	NW_020191507.1	Primary Assembly	10406	chrUn_NW_020191507v1
Leftover_ScbfJmS_2434	unplaced-scaffold	na	na	NKLS02001424.1	=	NW_020191508.1	Primary Assembly	18857	chrUn_NW_020191508v1
Leftover_ScbfJmS_2436	unplaced-scaffold	na	na	NKLS02001425.1	=	NW_020191509.1	Primary Assembly	12659	chrUn_NW_020191509v1
Leftover_ScbfJmS_2437	unplaced-scaffold	na	na	NKLS02001426.1	=	NW_020191510.1	Primary Assembly	39553	chrUn_NW_020191510v1
Leftover_ScbfJmS_2438	unplaced-scaffold	na	na	NKLS02001427.1	=	NW_020191511.1	Primary Assembly	8865	chrUn_NW_020191511v1
Leftover_ScbfJmS_2439	unplaced-scaffold	na	na	NKLS02001428.1	=	NW_020191512.1	Primary Assembly	58015	chrUn_NW_020191512v1
Leftover_ScbfJmS_244	unplaced-scaffold	na	na	NKLS02001429.1	=	NW_020191513.1	Primary Assembly	8446	chrUn_NW_020191513v1
Leftover_ScbfJmS_2441	unplaced-scaffold	na	na	NKLS02001430.1	=	NW_020191514.1	Primary Assembly	22236	chrUn_NW_020191514v1
Leftover_ScbfJmS_2442	unplaced-scaffold	na	na	NKLS02001431.1	=	NW_020191515.1	Primary Assembly	13307	chrUn_NW_020191515v1
Leftover_ScbfJmS_2443	unplaced-scaffold	na	na	NKLS02001432.1	=	NW_020191516.1	Primary Assembly	35405	chrUn_NW_020191516v1
Leftover_ScbfJmS_2444	unplaced-scaffold	na	na	NKLS02001433.1	=	NW_020191517.1	Primary Assembly	19127	chrUn_NW_020191517v1
Leftover_ScbfJmS_2446	unplaced-scaffold	na	na	NKLS02001434.1	=	NW_020191518.1	Primary Assembly	175758	chrUn_NW_020191518v1
Leftover_ScbfJmS_2448	unplaced-scaffold	na	na	NKLS02001435.1	=	NW_020191519.1	Primary Assembly	10341	chrUn_NW_020191519v1
Leftover_ScbfJmS_2449	unplaced-scaffold	na	na	NKLS02001436.1	=	NW_020191520.1	Primary Assembly	25591	chrUn_NW_020191520v1
Leftover_ScbfJmS_245	unplaced-scaffold	na	na	NKLS02001437.1	=	NW_020191521.1	Primary Assembly	22813	chrUn_NW_020191521v1
Leftover_ScbfJmS_2450	unplaced-scaffold	na	na	NKLS02001438.1	=	NW_020191522.1	Primary Assembly	36603	chrUn_NW_020191522v1
Leftover_ScbfJmS_2451	unplaced-scaffold	na	na	NKLS02001439.1	=	NW_020191523.1	Primary Assembly	22760	chrUn_NW_020191523v1
Leftover_ScbfJmS_2452	unplaced-scaffold	na	na	NKLS02001440.1	=	NW_020191524.1	Primary Assembly	188516	chrUn_NW_020191524v1
Leftover_ScbfJmS_2453	unplaced-scaffold	na	na	NKLS02001441.1	=	NW_020191525.1	Primary Assembly	14205	chrUn_NW_020191525v1
Leftover_ScbfJmS_2454	unplaced-scaffold	na	na	NKLS02001442.1	=	NW_020191526.1	Primary Assembly	28620	chrUn_NW_020191526v1
Leftover_ScbfJmS_2455	unplaced-scaffold	na	na	NKLS02001443.1	=	NW_020191527.1	Primary Assembly	26794	chrUn_NW_020191527v1
Leftover_ScbfJmS_2456	unplaced-scaffold	na	na	NKLS02001444.1	=	NW_020191528.1	Primary Assembly	1789	chrUn_NW_020191528v1
Leftover_ScbfJmS_2457	unplaced-scaffold	na	na	NKLS02001445.1	=	NW_020191529.1	Primary Assembly	21892	chrUn_NW_020191529v1
Leftover_ScbfJmS_2459_2274	unplaced-scaffold	na	na	NKLS02001446.1	=	NW_020191530.1	Primary Assembly	15443	chrUn_NW_020191530v1
Leftover_ScbfJmS_2460	unplaced-scaffold	na	na	NKLS02001447.1	=	NW_020191531.1	Primary Assembly	63762	chrUn_NW_020191531v1
Leftover_ScbfJmS_2461	unplaced-scaffold	na	na	NKLS02001448.1	=	NW_020191532.1	Primary Assembly	26401	chrUn_NW_020191532v1
Leftover_ScbfJmS_2462	unplaced-scaffold	na	na	NKLS02001449.1	=	NW_020191533.1	Primary Assembly	11382	chrUn_NW_020191533v1
Leftover_ScbfJmS_2463	unplaced-scaffold	na	na	NKLS02001450.1	=	NW_020191534.1	Primary Assembly	16400	chrUn_NW_020191534v1
Leftover_ScbfJmS_2464	unplaced-scaffold	na	na	NKLS02001451.1	=	NW_020191535.1	Primary Assembly	30715	chrUn_NW_020191535v1
Leftover_ScbfJmS_2465	unplaced-scaffold	na	na	NKLS02001452.1	=	NW_020191536.1	Primary Assembly	52858	chrUn_NW_020191536v1
Leftover_ScbfJmS_2466	unplaced-scaffold	na	na	NKLS02001453.1	=	NW_020191537.1	Primary Assembly	4557	chrUn_NW_020191537v1
Leftover_ScbfJmS_2467	unplaced-scaffold	na	na	NKLS02001454.1	=	NW_020191538.1	Primary Assembly	28534	chrUn_NW_020191538v1
Leftover_ScbfJmS_2468_375	unplaced-scaffold	na	na	NKLS02001455.1	=	NW_020191539.1	Primary Assembly	86215	chrUn_NW_020191539v1
Leftover_ScbfJmS_2469	unplaced-scaffold	na	na	NKLS02001456.1	=	NW_020191540.1	Primary Assembly	126311	chrUn_NW_020191540v1
Leftover_ScbfJmS_247	unplaced-scaffold	na	na	NKLS02001457.1	=	NW_020191541.1	Primary Assembly	22380	chrUn_NW_020191541v1
Leftover_ScbfJmS_2470	unplaced-scaffold	na	na	NKLS02001458.1	=	NW_020191542.1	Primary Assembly	64649	chrUn_NW_020191542v1
Leftover_ScbfJmS_2471	unplaced-scaffold	na	na	NKLS02001459.1	=	NW_020191543.1	Primary Assembly	10797	chrUn_NW_020191543v1
Leftover_ScbfJmS_2472	unplaced-scaffold	na	na	NKLS02001460.1	=	NW_020191544.1	Primary Assembly	13902	chrUn_NW_020191544v1
Leftover_ScbfJmS_2474	unplaced-scaffold	na	na	NKLS02001461.1	=	NW_020191545.1	Primary Assembly	64833	chrUn_NW_020191545v1
Leftover_ScbfJmS_2475_503	unplaced-scaffold	na	na	NKLS02001462.1	=	NW_020191546.1	Primary Assembly	24919	chrUn_NW_020191546v1
Leftover_ScbfJmS_2476	unplaced-scaffold	na	na	NKLS02001463.1	=	NW_020191547.1	Primary Assembly	23328	chrUn_NW_020191547v1
Leftover_ScbfJmS_2477	unplaced-scaffold	na	na	NKLS02001464.1	=	NW_020191548.1	Primary Assembly	16524	chrUn_NW_020191548v1
Leftover_ScbfJmS_2478	unplaced-scaffold	na	na	NKLS02001465.1	=	NW_020191549.1	Primary Assembly	35512	chrUn_NW_020191549v1
Leftover_ScbfJmS_2479	unplaced-scaffold	na	na	NKLS02001466.1	=	NW_020191550.1	Primary Assembly	25901	chrUn_NW_020191550v1
Leftover_ScbfJmS_248	unplaced-scaffold	na	na	NKLS02001467.1	=	NW_020191551.1	Primary Assembly	20031	chrUn_NW_020191551v1
Leftover_ScbfJmS_2480	unplaced-scaffold	na	na	NKLS02001468.1	=	NW_020191552.1	Primary Assembly	18589	chrUn_NW_020191552v1
Leftover_ScbfJmS_2481	unplaced-scaffold	na	na	NKLS02001469.1	=	NW_020191553.1	Primary Assembly	8104	chrUn_NW_020191553v1
Leftover_ScbfJmS_2482	unplaced-scaffold	na	na	NKLS02001470.1	=	NW_020191554.1	Primary Assembly	64769	chrUn_NW_020191554v1
Leftover_ScbfJmS_2483	unplaced-scaffold	na	na	NKLS02001471.1	=	NW_020191555.1	Primary Assembly	13968	chrUn_NW_020191555v1
Leftover_ScbfJmS_2484	unplaced-scaffold	na	na	NKLS02001472.1	=	NW_020191556.1	Primary Assembly	24825	chrUn_NW_020191556v1
Leftover_ScbfJmS_2485	unplaced-scaffold	na	na	NKLS02001473.1	=	NW_020191557.1	Primary Assembly	3515	chrUn_NW_020191557v1
Leftover_ScbfJmS_2486	unplaced-scaffold	na	na	NKLS02001474.1	=	NW_020191558.1	Primary Assembly	14827	chrUn_NW_020191558v1
Leftover_ScbfJmS_2487	unplaced-scaffold	na	na	NKLS02001475.1	=	NW_020191559.1	Primary Assembly	38608	chrUn_NW_020191559v1
Leftover_ScbfJmS_2488	unplaced-scaffold	na	na	NKLS02001476.1	=	NW_020191560.1	Primary Assembly	35306	chrUn_NW_020191560v1
Leftover_ScbfJmS_2489	unplaced-scaffold	na	na	NKLS02001477.1	=	NW_020191561.1	Primary Assembly	13039	chrUn_NW_020191561v1
Leftover_ScbfJmS_249	unplaced-scaffold	na	na	NKLS02001478.1	=	NW_020191562.1	Primary Assembly	95577	chrUn_NW_020191562v1
Leftover_ScbfJmS_25	unplaced-scaffold	na	na	NKLS02001479.1	=	NW_020191563.1	Primary Assembly	15023	chrUn_NW_020191563v1
Leftover_ScbfJmS_250	unplaced-scaffold	na	na	NKLS02001480.1	=	NW_020191564.1	Primary Assembly	9910	chrUn_NW_020191564v1
Leftover_ScbfJmS_251	unplaced-scaffold	na	na	NKLS02001481.1	=	NW_020191565.1	Primary Assembly	6720	chrUn_NW_020191565v1
Leftover_ScbfJmS_252	unplaced-scaffold	na	na	NKLS02001482.1	=	NW_020191566.1	Primary Assembly	26666	chrUn_NW_020191566v1
